,Review Text,Label,Bert,LR
128,"I have always liked this look so ordered my usual size s. fit is good & looks pretty much on me as in the pic - even the arm length works - not too long. i don't care for the placement of the top buttons which are just cosmetic. they dangle downwards showing more of the loop than the button itself. placement is not directly over the bottom buttons, which puts it in the lower breast area. mmmmm... not the look i want. looks unattractive. if i keep this, i will have to move the buttons more in lin",1,0,0
129,"The sweater could be really pretty, but it is huge. i ordered the xs/s and it was swimming on me. it's too bad, because the stitching was beautiful, but this item is going back.",0,0,0
130,"These were so perfect for the first hour or so. i was convinced they were my new favorite pants! but their initial forgiveness turned into a slovenly stretch, and they creased and wrinkled like crazy after i'd been sitting a couple hours. it looked downright embarrassing - saggy and wrinkly (radiating from the crotch, no less) . i got them in the gray, and it's possible that other colors use different, less awful fabric.",0,0,0
131,"Although this is an online only, i was lucky enough to stumble along a return in the store. this is the same quality and soft fabric that i expect from tyhlo. it doesn't show as much in the model photos, but this top has a subtle high-low effect, which adds a bit of elegance to the top.

i took my usual size xs in the tyhlo brand. however, note that i am small busted (~34b/c) and this was already starting to pull some across the chest. my biggest critique it that this pulling caused a small ga",1,1,1
132,"I'm 5'8 - 38""?30""?38"" - i bought these leggings in a size large (blue motif) to wear under a really cozy organic cotton tunic in an attempt to create a sophisticated-looking, comfortable look. when i first it them on they felt like compression leggings and i wondered if they were too small. i wore them for a day and now they are falling down around the waist and the crotch is hanging. i spend so much time trying to hike them back up - i'm not at all comfortable and i doubt i'm looking sophistica",1,0,1
133,The picture is not a good depiction of what the skirt actually looks like. the colors are more varied and green is the dominant color. it looks great on and the colors compliment each other. i would definitely recommend it as a daily go to item for your wardrobe.,1,1,1
134,"I love this top, on me, it looks so flattering, the tie detail is really nice, and i love the white subtle details at the bottom and collar. i actually haven't seen the sleeves unrolled on me, i roll them up. the tie part is a little wrinkled from shipment, but who cares. i ordered the regular 0 as the petite have been sold out a longtime ago, i actually got this shirt a while back and thought i had already written a review... i am wearing it with boyfriend jeans right now (for casual friday and",1,1,1
135,"Comfortable, decent quality and very casual",1,1,1
136,"So i really like this top. not my usual choice, but i'm trying to branch out. really like the top (i got the white one because they had it in my size). only thing is i could have sized down but arms/shoulders/bust are super tight so i went with the larger size. i got mine on sale and a button had already fallen off the back so forewarning that may be a problem in future.... 

but overall i really like this top.",1,1,1
137,Legs are too wide. the fabric is rough to the touch.,0,0,0
138,"It's thin knit with a unique and pretty neckline, but unfortunately it's scratchy will not last. i just received it and it looks like it would fall apart after a few wears. it's a nice shade of offwhite at least. for me it's a no that will get sent back straight away.",0,0,0
139,"I ordered this 3 months ago, and it finally came off back order. a huge disappointment. the fit wasn&#39;t so much the issue for me. the quality of the wool is subpar. someone else mentioned a &quot;felted wool&quot;...i guess, is that what you call it?  it does literally feel like felt! super thin, itchy, doesn&#39;t drape very well, and feels cheap (made in china). i got it on sale, but still not worth what i paid. definitely going back.",0,0,0
140,"I ordered the coral/peach version in size 16. it ran small, especially compared to other size 14 or 16 maeve blouses i've purchased. very tight throughout the blouse. the product photos looked so nice compared to what arrived. the material was extremely cheap in quality. it wrinkled terribly. the bow pulled the material down which obscured the look of the eyelet. the idea of this was perfect for my style. unfortunately, the poor choice in material & poor fit made this a return for me.",0,0,0
